file_name,space,vibe,lighting,camera_angle
Samsung_air_conditioners_7_hunyuandit.png,Modern home,Modern domestic,Bright high-key lighting,Overhead flat lay
Samsung_mobiles_414_hunyuandit.png,Designer living space,Calm Scandinavian,Clean product spotlight,Lifestyle integration view
Samsung_mobiles_430_hunyuandit.png,Minimalist studio,Sleek minimalist,Cool blue hour ambiance,Hero product angle
Savlon_disinfectant_15_hunyuandit.png,Luxury apartment,Warm rustic,Cozy evening glow,In-context usage view
sbi_sanjeevani_005_hunyuandit.png,Professional workspace,Secure modern,Diffused window light,Eye-level perspective
shampoo_10_hunyuandit.png,Stylish bathroom,Calm Scandinavian,Diffused window light,Serene wide shot
SingaporeAirlines_101_hunyuandit.png,Luxury resort,Adventurous explorer,Natural sunlight,Aerial overview
skoda_401_hunyuandit.png,Urban street,Bold futuristic,Moody contrast,Dramatic low angle
skoda_419_hunyuandit.png,Sleek showroom,Bold futuristic,Moody contrast,Hero front angle
skoda_422_hunyuandit.png,Natural outdoor setting,Bold futuristic,Cool blue hour ambiance,Three-quarter view
skoda_428_hunyuandit.png,Natural outdoor setting,Bold futuristic,Moody contrast,Dynamic motion shot
So_Safe_Water_Technologies_hunyuandit.png,Luxury apartment,Sleek contemporary,Clean product spotlight,Straight-on product shot
Soft_And_Cool_hunyuandit.png,Modern home office,Calm Scandinavian,Warm home ambiance,Feature demonstration angle
Soft_And_Cool_2_hunyuandit.png,Contemporary home,Warm rustic,Cozy evening glow,Feature demonstration angle
Sony_television_33_hunyuandit.png,Tech showroom,High-tech modern,Clean studio setup,Close-up detail shot
Sony_television_404_hunyuandit.png,Modern home office,High-tech modern,Cool blue hour ambiance,Floating display view
Sony_television_429_hunyuandit.png,Modern home office,Sleek minimalist,Crisp product lighting,Floating display view
SpiceJet_424_hunyuandit.png,Coastal beach scene,Peaceful natural,Warm golden hour glow,Wide angle perspective
State_Bank_Of_India_16_hunyuandit.png,Professional workspace,Professional corporate,Ambient environmental light,Eye-level perspective
State_Bank_Of_India_406_hunyuandit.png,Modern home office,Secure modern,Ambient environmental light,Eye-level perspective
State_Bank_Of_India_409_hunyuandit.png,Executive office,Elegant minimalist,Professional office lighting,Symbolic composition
Swiggy_408_hunyuandit.png,Professional workspace,Approachable business,Professional diffused,Service in action
tablets_panadol_hunyuandit.png,Spa environment,Rejuvenating spa,Gentle ambient glow,Shallow depth of field focus
tanishq_1_hunyuandit.png,High-end retail space,Fashion forward,Dramatic studio lighting,Close-up detail shot
tanishq_202_hunyuandit.png,Minimalist studio,Luxurious modern,Soft diffused glow,Close-up detail shot
Tanishq_jewellary_404_hunyuandit.png,Fashion editorial setting,Luxurious modern,Dramatic studio lighting,Wrist/body placement shot
Tanishq_jewellary_416_hunyuandit.png,High-end retail space,Fashion forward,Crisp product lighting,Wrist/body placement shot
Tanishq_jewellary_423_hunyuandit.png,Fashion editorial setting,Timeless classic,Jewelry showcase lighting,Close-up detail shot
tata_420_hunyuandit.png,Natural outdoor setting,Bold futuristic,Moody contrast,Three-quarter view
tata_422_hunyuandit.png,Natural outdoor setting,Bold futuristic,Dramatic studio lighting,Hero front angle
tech_001_hunyuandit.png,Minimalist studio,Sleek minimalist,Cool blue hour ambiance,Close-up detail shot
tech_002__hunyuandit.png,Professional workspace,Bold futuristic,Clean studio setup,Close-up detail shot
tech_003_hunyuandit.png,Professional workspace,High-tech modern,High-tech LED accents,Close-up detail shot
tech_005_hunyuandit.png,Professional workspace,Vibrant contemporary,Soft natural daylight,Eye-level perspective
tech_006_hunyuandit.png,Tech showroom,Clean editorial,High-tech LED accents,Close-up detail shot
Tide_pods_008_hunyuandit.png,Contemporary home,Cozy contemporary,Cozy evening glow,Lifestyle wide angle
Titan_watches_402_hunyuandit.png,Modern home office,Sleek minimalist,Clean studio setup,Hero product angle
Titan_watches_405_hunyuandit.png,Tech showroom,High-tech modern,High-tech LED accents,Hero product angle
Titan_watches_414_hunyuandit.png,High-end retail space,Timeless classic,Soft diffused glow,Overhead flat lay
Titan_watches_419_hunyuandit.png,Luxury apartment,Fashion forward,Jewelry showcase lighting,Feature highlight angle
tourism_001_hunyuandit.png,Historic cityscape,Adventurous explorer,Natural sunlight,Dynamic action angle
toyota_417_hunyuandit.png,Mountain road,Dynamic performance,Dynamic spotlights,Dramatic low angle
toyota_427_hunyuandit.png,Sleek showroom,Dynamic performance,Dramatic studio lighting,Dramatic low angle
toyota_collora_001_hunyuandit.png,Sleek showroom,Luxurious modern,Dynamic spotlights,Three-quarter view
travel_004_hunyuandit.png,Mountain landscape,Vibrant contemporary,Natural sunlight,Wide angle perspective
travel_005_hunyuandit.png,Coastal beach scene,Vibrant contemporary,Natural sunlight,Wide angle perspective
trip_001_hunyuandit.png,Coastal beach scene,Luxurious escape,Natural sunlight,Wide angle perspective
Tropicana_401_hunyuandit.png,Urban cafe,Warm rustic,Rich contrasting shadows,Overhead flat lay
tvs_417_hunyuandit.png,Mountain road,Dynamic performance,Dramatic studio lighting,Three-quarter view
tvs_418_hunyuandit.png,Professional workspace,Approachable business,Ambient environmental light,Client interaction view
tvs_428_hunyuandit.png,Mountain road,Elegant precision,Dynamic spotlights,Three-quarter view
Tyka_7_hunyuandit.png,Minimalist studio,Trendy contemporary,Atmospheric backlight,Fashion editorial pose
tyres_001_hunyuandit.png,Sleek showroom,Bold futuristic,Dramatic studio lighting,Dramatic low angle
tyres_002_hunyuandit.png,Sleek showroom,Luxurious modern,Dynamic spotlights,Dynamic motion shot
uber_001_hunyuandit.png,Client meeting space,Approachable business,Warm inviting glow,Eye-level perspective
uberEats_101_hunyuandit.png,Corporate office,Trusted expert,Warm inviting glow,Service in action
Union_Bank_Of_India_404_hunyuandit.png,Professional workspace,Trusted authority,Soft business setting,Eye-level perspective
union_pacific_hunyuandit.png,Client meeting space,Approachable business,Professional diffused,Eye-level perspective
Vadilal_409_hunyuandit.png,Urban cafe,Clean editorial,Warm ambient glow,Overhead flat lay
vegan_001_hunyuandit.png,Urban cafe,Warm rustic,Dramatic studio lighting,Close-up detail shot
Vistara_400_hunyuandit.png,Luxury resort,Luxurious escape,Warm golden hour glow,Wide angle perspective
Vistara_403_hunyuandit.png,Historic cityscape,Vibrant contemporary,Natural sunlight,Wide angle perspective
Voltas_air_conditioners_11_hunyuandit.png,Sleek kitchen,Modern domestic,Clean product spotlight,In-context usage angle
Voltas_air_conditioners_27_hunyuandit.png,Luxury apartment,Modern domestic,Clean product spotlight,Overhead flat lay
Voltas_air_conditioners_6_hunyuandit.png,Modern home,Sleek contemporary,Bright high-key lighting,In-context usage angle
volvo_001_hunyuandit.png,Sleek showroom,Bold futuristic,Moody contrast,Dramatic low angle
washing_machine_21_hunyuandit.png,Sleek kitchen,Elegant minimalist,Soft domestic ambiance,Overhead flat lay
watch_001_hunyuandit.png,Luxury apartment,Luxurious modern,Jewelry showcase lighting,Close-up detail shot
watch_002_hunyuandit.png,High-end retail space,Fashion forward,Dramatic studio lighting,Feature highlight angle
watches_001_hunyuandit.png,Luxury apartment,Timeless classic,Crisp product lighting,Feature highlight angle
watches_002_hunyuandit.png,High-end retail space,Elegant minimalist,Jewelry showcase lighting,Feature highlight angle
watches_003_hunyuandit.png,High-end retail space,Luxurious modern,Soft diffused glow,Close-up detail shot
watches_004_hunyuandit.png,Minimalist studio,Luxurious modern,Soft diffused glow,Wrist/body placement shot
watches_005_hunyuandit.png,Minimalist studio,Timeless classic,Crisp product lighting,Overhead flat lay
watches_006_hunyuandit.png,Corporate office,Approachable business,Warm inviting glow,Lifestyle wide angle
watches_008_hunyuandit.png,High-end retail space,Timeless classic,Crisp product lighting,Wrist/body placement shot
water_purifier_001_hunyuandit.png,Designer living space,Sleek contemporary,Soft domestic ambiance,In-context usage angle
Whirlpool_refrigerators_414_hunyuandit.png,Modern home,Modern domestic,Bright high-key lighting,In-context usage angle
Whirlpool_refrigerators_426_hunyuandit.png,Sleek kitchen,Sleek contemporary,Clean product spotlight,Lifestyle integration view
Wild_Stone_48_hunyuandit.png,Natural outdoor setting,Serene minimalist,Diffused window light,Serene wide shot
Yatra_400_hunyuandit.png,Mountain landscape,Adventurous explorer,Warm golden hour glow,Dynamic action angle
Yatra_407_hunyuandit.png,Mountain landscape,Luxurious escape,Warm golden hour glow,Wide angle perspective
Yatra_429_hunyuandit.png,Coastal beach scene,Peaceful natural,Natural sunlight,Dynamic action angle
Zomato_400_hunyuandit.png,Corporate office,Approachable business,Warm inviting glow,Eye-level perspective
Zomato_407_hunyuandit.png,Urban cafe,Approachable business,Ambient environmental light,Service in action
